"geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange","expression"
"MUSNIGG00000498",14.5703963176828,-0.309053675697727,2.15283314822622,22.2465635875336,0.000469995874027468,0.0331166547416709,"MUSNIGT00000602","C7ORF45",NA,NA,NA,-1.23889479020355,"DOWN"
"MUSNIGG00000999",19.8233409261589,-0.683233537809155,1.4952526400528,27.61634149426,4.32544286823506e-05,0.00739279978222347,"MUSNIGT00001212","SOSTDC1","ENSMPUG00000014023","sclerostin domain containing 1 [Source:NCBI gene;Acc:101685568]","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]",-1.60573468642169,"DOWN"
"MUSNIGG00002219",25.2594006794838,-0.502895735170053,1.50574317463617,21.8823474748674,0.000551258839489369,0.0356614548826344,"MUSNIGT00002682","SAMD8","ENSMPUG00000003283","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]",-1.41705498100699,"DOWN"
"MUSNIGG00009676",7.75199588570758,-0.145381689045921,2.6276631610835,21.1550569211026,0.00075719551385244,0.0448469659788643,"MUSNIGT00011840","ERAL1","ENSMPUG00000014146","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]",-1.10602323151638,"DOWN"
"MUSNIGG00009794",61.3045947932924,-0.222209256082811,0.897040508482054,24.5515105709185,0.000170044388535721,0.0195616448503978,"MUSNIGT00011984","",NA,NA,NA,-1.16651855551001,"DOWN"
"MUSNIGG00010616",9.3327060986276,-2.91506681339567,2.06197845365396,20.9656856039166,0.00082224107079098,0.0468442484330633,"MUSNIGT00012993","KPNA6",NA,NA,"karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]",-7.54262558968943,"DOWN"
"MUSNIGG00011151",5.82681982832638,-5.72316250721518,2.02188968465041,22.3474592999683,0.000449656811625569,0.0331166547416709,"MUSNIGT00013651","",NA,NA,NA,-52.8254961484891,"DOWN"
"MUSNIGG00011390",7.64713921063422,-2.18479027411593,1.76911994627515,20.9762736904493,0.000818463223782682,0.0468442484330633,"MUSNIGT00013955","",NA,NA,NA,-4.54660690053981,"DOWN"
"MUSNIGG00013782",47.1507814078719,-1.26717561765508,1.57707706156015,24.8241013650978,0.000150662733263589,0.0180252894076558,"MUSNIGT00016908","FCF1","ENSMPUG00000009321","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]",-2.40689902329545,"DOWN"
"MUSNIGG00015968",7.97433651519954,-1.06595328899726,2.10713095413976,22.9311437654905,0.000347952178488404,0.0293161962213751,"MUSNIGT00019513","LARP4","ENSMPUG00000008706","La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]","La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]",-2.09355277863767,"DOWN"
"MUSNIGG00016304",24.4082249454286,-3.28803802164663,2.58380857050159,31.6100721761901,7.0965766722776e-06,0.00212258608267823,"MUSNIGT00019926","USP15","ENSMPUG00000016712","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]",-9.7678295251732,"DOWN"
"MUSNIGG00019250",7.2563866498689,-0.849171761873433,2.59414390416208,37.4575141170939,4.84874387117869e-07,0.000263683507612645,"MUSNIGT00023476","SLC22A5","ENSMPUG00000010534","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]",-1.80146642278076,"DOWN"
"MUSNIGG00021450",25.2730260853341,-2.65387571691939,3.79317161967733,21.3179526492165,0.000705320101105683,0.042618432775901,"MUSNIGT00026070","ABCC1","ENSMPUG00000013849","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]",-6.29355737174305,"DOWN"
"MUSNIGG00022341",5.09546742368471,-1.17211599720272,1.9082067974409,29.9778532590283,1.48973557529066e-05,0.00342753777361105,"MUSNIGT00027147","CHD2",NA,NA,"chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]",-2.25341963171161,"DOWN"
"MUSNIGG00023937",20.8047594100301,-1.0453556426981,3.68347976140848,23.449961783155,0.00027684474779497,0.0267110529243469,"MUSNIGT00029089","PPP2R5E","ENSMPUG00000006587","protein phosphatase 2 regulatory subunit B'epsilon [Source:NCBI gene;Acc:101671266]","protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]",-2.06387506738295,"DOWN"
"MUSNIGG00026355",10.090704119652,-0.736702995405051,1.76311278341738,23.1095730425061,0.00032166626750804,0.0287602146937189,"MUSNIGT00031746","ERRFI1",NA,NA,"ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]",-1.66636332828941,"DOWN"
"MUSNIGG00027069",7.86681242481447,-0.197745209261954,1.52009015076244,23.592612358912,0.000259950438373203,0.025492188890959,"MUSNIGT00032524","HSPD1",NA,NA,"heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]",-1.14690445443156,"DOWN"
"MUSNIGG00030548",104.861218468869,-0.675015821896434,1.55007783482109,22.1301785309252,0.00049458684555398,0.0344025408151617,"MUSNIGT00036741","OLFR1056",NA,NA,NA,-1.5966142825311,"DOWN"
