"geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange"
"MUSNIGG00000223",12.9231444374884,0.969737176304751,2.25340846934101,17.8532381482293,0.00313607493641339,0.0973799062647691,"MUSNIGT00000270","",NA,NA,NA,1.9584837749054
"MUSNIGG00000289",22.0528229396791,3.76839696237969,2.22381894753784,31.1987260244485,8.55782735395943e-06,0.00228626768676465,"MUSNIGT00000343","OLFR455",NA,NA,NA,13.6270083252337
"MUSNIGG00000350",26.2787049997811,1.21757229217308,1.93240364818202,21.463766271602,0.000661865778679332,0.0408173308047398,"MUSNIGT00000416","TAS2R3","ENSMPUG00000018738","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]",2.32555053777019
"MUSNIGG00000396",41.7409191759201,-1.19751410080952,1.9032095011372,62.7501402964983,3.27954710369914e-12,9.80912538716412e-09,"MUSNIGT00000472","ZC3HAV1","ENSMPUG00000003805","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]",-2.29344148806114
"MUSNIGG00000460",4.55907030008226,0.0577864864383353,2.44842772254261,23.2837076940298,0.00029790729548975,0.0278450225253076,"MUSNIGT00000555","EXOC4",NA,NA,"exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]",1.04086754171534
"MUSNIGG00000498",14.5703963176828,0.642318660770503,2.87541814705632,22.2465645953313,0.000469995666403936,0.0331170077884914,"MUSNIGT00000602","C7ORF45",NA,NA,NA,1.56083567780996
"MUSNIGG00000588",29.5877281769463,2.06072030421547,1.91835215400733,19.5971111588127,0.00148699893398622,0.0642979861140495,"MUSNIGT00000710","SPAM1","ENSMPUG00000006764","sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]","sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]",4.17194547920446
"MUSNIGG00000594",4.1289350016654,-4.95144901793019,2.31654254462884,23.8872643507312,0.000228214524974553,0.02395051383154,"MUSNIGT00000716","IDH3B",NA,NA,"isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]",-30.9410235529616
"MUSNIGG00000610",215.23762540108,1.38429348537513,2.04423842731325,19.2714614876229,0.00171067838091206,0.0680964070842847,"MUSNIGT00000737","PTPRZ1","ENSMPUG00000006874","protein tyrosine phosphatase receptor type Z1 [Source:NCBI gene;Acc:101690982]","protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]",2.61044087959731
"MUSNIGG00000999",19.8233409261589,2.28220779449424,2.0922729475826,27.6163417331505,4.32544240380041e-05,0.00739279898843829,"MUSNIGT00001212","SOSTDC1","ENSMPUG00000014023","sclerostin domain containing 1 [Source:NCBI gene;Acc:101685568]","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]",4.86421768609814
"MUSNIGG00001233",8.16643421741224,2.24800588212982,1.56364572915734,18.6138576183252,0.00226776197708071,0.0794425930081631,"MUSNIGT00001506","SEMA3E","ENSMPUG00000018299","semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]","semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]",4.75025803191929
"MUSNIGG00001383",22.9572860555632,0.998502232277158,2.81044484536454,36.6023246287982,7.19573537193894e-07,0.000358707408291156,"MUSNIGT00001691","",NA,NA,NA,1.99792473048283
"MUSNIGG00001566",41.8284383447007,-0.498796702856641,1.27634891400219,39.3802593043695,1.99098763786533e-07,0.00014887610062138,"MUSNIGT00001901","",NA,NA,NA,-1.41303451231809
"MUSNIGG00001608",5.91998570273156,1.66247029471861,1.53521371840536,24.9469007383445,0.000142661834918767,0.0174163897241645,"MUSNIGT00001946","C7ORF25",NA,NA,NA,3.16558096359434
"MUSNIGG00002050",5.68096869176561,-3.12671092797538,1.90074755451129,20.073882635507,0.00121045437872565,0.0576121210268039,"MUSNIGT00002466","NRBF2","ENSMPUG00000011106","nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692]","nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692]",-8.73441408079652
"MUSNIGG00002201",3.57643913928044,3.50969818083162,2.12858760534579,25.04920136257,0.000136318688832274,0.0169887165957221,"MUSNIGT00002655","ZSWIM8","ENSMPUG00000003454","zinc finger SWIM-type containing 8 [Source:NCBI gene;Acc:101687200]","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]",11.3900184654911
"MUSNIGG00002219",25.2594006794838,-0.285107599959325,1.98426531386899,21.8823474858748,0.000551258836835223,0.0356614541848072,"MUSNIGT00002682","SAMD8","ENSMPUG00000003283","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]",-1.21850113927963
"MUSNIGG00002440",11.4691607771313,-1.35978039238298,1.9049330685429,22.4985399532581,0.000420815037636558,0.032273276347973,"MUSNIGT00002956","ZNF485",NA,NA,"zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]",-2.56646109765417
"MUSNIGG00002546",2.89678344000391,5.6510522025389,3.0422036547688,22.5549038468258,0.000410529383559988,0.032273276347973,"MUSNIGT00003089","SORBS1","ENSMPUG00000017117","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]",50.2500178110011
"MUSNIGG00002557",89.8134620295978,3.31462161353565,1.55586328535201,18.8078607955111,0.0020871095019087,0.077068450866777,"MUSNIGT00003103","",NA,NA,NA,9.94948335841762
"MUSNIGG00002625",8.77713206913635,-4.1899824816616,3.40002977030364,18.5419587213323,0.00233853712592194,0.0803972936049714,"MUSNIGT00003188","ABCC2","ENSMPUG00000016985","ATP binding cassette subfamily C member 2 [Source:NCBI gene;Acc:101682561]","ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]",-18.2519978224297
"MUSNIGG00002678",20.9975590006427,-0.0580275177970854,1.94857021307676,19.2701739492531,0.00171162525953821,0.0680964070842847,"MUSNIGT00003264","PPRC1","ENSMPUG00000016888","PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]","PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]",-1.04104145419812
"MUSNIGG00002978",13.4145201238244,4.49490413340333,3.64709346405698,19.0104783992463,0.00191351778183785,0.0724472365250254,"MUSNIGT00003656","TACC2",NA,NA,"transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]",22.5476337498676
"MUSNIGG00003430",12.4777208214715,-0.710016689357078,1.964730954832,17.8946619034657,0.0030813613247295,0.0973799062647691,"MUSNIGT00004195","DNAH10","ENSMPUG00000001444","dynein axonemal heavy chain 10 [Source:NCBI gene;Acc:101682372]","dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]",-1.6358230405028
"MUSNIGG00003539",20.8005056784556,-3.16614081434349,3.49398970580751,20.3967237954966,0.00105260709298865,0.0533618273750687,"MUSNIGT00004350","OAS3","ENSMPUG00000002547","2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]","2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]",-8.97642394593146
"MUSNIGG00003679",9.46325281311235,-1.33843050048607,2.75300806405102,18.1166120126697,0.00280375256592506,0.092425388296269,"MUSNIGT00004515","FICD","ENSMPUG00000003398","FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]","FIC domain protein adenylyltransferase [Source:HGNC Symbol;Acc:HGNC:18416]",-2.52876066701711
"MUSNIGG00004118",12.7523599977908,3.89259509259308,1.75024128929345,22.2458098232804,0.000470151187686854,0.0331170077884914,"MUSNIGT00005055","ZFP161",NA,NA,NA,14.8521006549819
"MUSNIGG00004197",2.39823489818227,-3.78888632850025,2.61721612064124,20.6689078203536,0.000935409288426455,0.0512744579786311,"MUSNIGT00005148","MIB1","ENSMPUG00000005601","mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]","MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]",-13.8219219113508
"MUSNIGG00004364",4.79524068704473,4.41063196504273,2.45397209874156,22.6944377245487,0.000386121941128865,0.0313523731888312,"MUSNIGT00005348","FHOD3","ENSMPUG00000001110","formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]","formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]",21.2682874477855
"MUSNIGG00004581",12.5387993262249,4.20158593795144,2.2381213445589,18.1519517171808,0.00276187351547358,0.0922990355841506,"MUSNIGT00005617","ALPK2","ENSMPUG00000016474","alpha kinase 2 [Source:NCBI gene;Acc:101688147]","alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]",18.3993888018295
