"geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange","expression"
"MUSNIGG00000289",22.0528229396791,5.4198975010697,1.68774111859946,31.1987263717375,8.55782600198709e-06,0.00228627390901082,"MUSNIGT00000343","OLFR455",NA,NA,NA,42.8106400842154,"UP"
"MUSNIGG00000350",26.2787049997811,0.0935594378400289,1.45088998064266,21.4637661236862,0.000661865821392786,0.0408173334388829,"MUSNIGT00000416","TAS2R3","ENSMPUG00000018738","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]",1.06699945394579,"UP"
"MUSNIGG00000396",41.7409191759201,1.39026909989797,1.45995901759603,62.7501405567154,3.27954669676247e-12,9.80912417001656e-09,"MUSNIGT00000472","ZC3HAV1","ENSMPUG00000003805","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]",2.62127569775978,"UP"
"MUSNIGG00000460",4.55907030008226,1.3183312837479,1.86457421297918,23.2837068663217,0.000297907404195226,0.0278450326858725,"MUSNIGT00000555","EXOC4",NA,NA,"exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]",2.49377496435245,"UP"
"MUSNIGG00000498",14.5703963176828,-0.309053675697727,2.15283314822622,22.2465635875336,0.000469995874027468,0.0331166547416709,"MUSNIGT00000602","C7ORF45",NA,NA,NA,-1.23889479020355,"DOWN"
"MUSNIGG00000594",4.1289350016654,0.22641159422857,1.84957060477536,23.8872661721974,0.000228214341149019,0.0239504945395339,"MUSNIGT00000716","IDH3B",NA,NA,"isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]",1.16992138961083,"UP"
"MUSNIGG00000999",19.8233409261589,-0.683233537809155,1.4952526400528,27.61634149426,4.32544286823506e-05,0.00739279978222347,"MUSNIGT00001212","SOSTDC1","ENSMPUG00000014023","sclerostin domain containing 1 [Source:NCBI gene;Acc:101685568]","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]",-1.60573468642169,"DOWN"
"MUSNIGG00001383",22.9572860555632,0.376626292399022,2.0870706419861,36.6023244691391,7.19573590178731e-07,0.000358707434704097,"MUSNIGT00001691","",NA,NA,NA,1.29830225426239,"UP"
"MUSNIGG00001566",41.8284383447007,0.0222556616729368,0.972887691570781,39.3802593043896,1.99098763784675e-07,0.000148876100619991,"MUSNIGT00001901","",NA,NA,NA,1.015546051026,"UP"
"MUSNIGG00001608",5.91998570273156,3.13611274432127,1.16315986806967,24.9469021501097,0.000142661745397674,0.0174163787952834,"MUSNIGT00001946","C7ORF25",NA,NA,NA,8.79152075712476,"UP"
"MUSNIGG00002201",3.57643913928044,5.21106906292109,1.60453182036552,25.0492032409549,0.000136318574964957,0.0169887024050078,"MUSNIGT00002655","ZSWIM8","ENSMPUG00000003454","zinc finger SWIM-type containing 8 [Source:NCBI gene;Acc:101687200]","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]",37.0414601044237,"UP"
"MUSNIGG00002219",25.2594006794838,-0.502895735170053,1.50574317463617,21.8823474748674,0.000551258839489369,0.0356614548826344,"MUSNIGT00002682","SAMD8","ENSMPUG00000003283","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]",-1.41705498100699,"DOWN"
"MUSNIGG00002440",11.4691607771313,0.116082256368564,1.47098153048489,22.4985400344392,0.000420815022640412,0.0322732751978839,"MUSNIGT00002956","ZNF485",NA,NA,"zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]",1.08378775807672,"UP"
"MUSNIGG00002546",2.89678344000391,5.80195389944613,2.21843157926126,22.5549043716227,0.00041052928895666,0.0322732751978839,"MUSNIGT00003089","SORBS1","ENSMPUG00000017117","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]",55.7907445382746,"UP"
"MUSNIGG00004118",12.7523599977908,2.70395293460269,1.29836294655192,22.2458093856604,0.000470151277873488,0.0331166547416709,"MUSNIGT00005055","ZFP161",NA,NA,NA,6.5158479329749,"UP"
